"best_available_taxonomy_dim$common_name","date_dim$yyyymmdd","haul_latitude_dim$latitude_in_degrees","haul_longitude_dim$longitude_in_degrees","operation_dim$operation_id","operation_dim$vessel","total_catch_numbers","total_catch_wt_kg"
"petrale sole","20100903","44.31166667","-124.28222222","201007008017","Excalibur","20","6.2500"
"English sole","20100903","44.31166667","-124.28222222","201007008017","Excalibur","176","14.4000"
"Dover sole","20100903","44.31166667","-124.28222222","201007008017","Excalibur","5","0.4000"
"rex sole","20100903","44.31166667","-124.28222222","201007008017","Excalibur","287","31.2000"
"sand sole","20100903","44.31166667","-124.28222222","201007008017","Excalibur","3","0.4400"
"warty poacher","20100903","44.31166667","-124.28222222","201007008017","Excalibur","1","0.0200"
"roughback sculpin","20100903","44.31166667","-124.28222222","201007008017","Excalibur","1","0.0400"
"Pacific staghorn sculpin","20100903","44.31166667","-124.28222222","201007008017","Excalibur","6","0.8000"
"Giant Anemone","20100903","44.31166667","-124.28222222","201007008017","Excalibur","30","9.2000"
"Dungeness Crab","20100903","44.31166667","-124.28222222","201007008017","Excalibur","","31.0000"
"Sunflower Star","20100903","44.31166667","-124.28222222","201007008017","Excalibur","3","1.1500"
"flat mud star","20100903","44.31166667","-124.28222222","201007008017","Excalibur","","0.1200"
"Pacific Spiny Dogfish","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.2400"
"big skate","20100903","44.57194444","-124.23666667","201007008025","Excalibur","17","30.9000"
"spotted ratfish","20100903","44.57194444","-124.23666667","201007008025","Excalibur","8","3.4500"
"Pacific sanddab","20100903","44.57194444","-124.23666667","201007008025","Excalibur","355","39.2500"
"arrowtooth flounder","20100903","44.57194444","-124.23666667","201007008025","Excalibur","2","0.3500"
"slender sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","20","1.1500"
"petrale sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","26","4.0500"
"English sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","245","22.3500"
"Dover sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","17","1.6000"
"rex sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","141","14.0500"
"starry flounder","20100903","44.57194444","-124.23666667","201007008025","Excalibur","3","7.4500"
"sand sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","9","3.7000"
"butter sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","23","4.1500"
"curlfin sole","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.2000"
"warty poacher","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.0400"
"Pacific staghorn sculpin","20100903","44.57194444","-124.23666667","201007008025","Excalibur","13","1.9500"
"Orange Sea Pen","20100903","44.57194444","-124.23666667","201007008025","Excalibur","18","0.7400"
"Giant Anemone","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.0600"
"Dungeness Crab","20100903","44.57194444","-124.23666667","201007008025","Excalibur","153","80.9900"
"Sunflower Star","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.3600"
"Short-Spined Pink Star","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.1400"
"flat mud star","20100903","44.57194444","-124.23666667","201007008025","Excalibur","4","0.1600"
"sea nettle","20100903","44.57194444","-124.23666667","201007008025","Excalibur","6","1.0000"
"","20100903","44.57194444","-124.23666667","201007008025","Excalibur","1","0.0400"
"big skate","20100903","44.37000000","-124.28861111","201007008019","Excalibur","16","33.8000"
"spotted ratfish","20100903","44.37000000","-124.28861111","201007008019","Excalibur","9","3.4000"
"Pacific sanddab","20100903","44.37000000","-124.28861111","201007008019","Excalibur","448","46.1000"
"slender sole","20100903","44.37000000","-124.28861111","201007008019","Excalibur","11","0.6000"
"petrale sole","20100903","44.37000000","-124.28861111","201007008019","Excalibur","28","9.7100"
"English sole","20100903","44.37000000","-124.28861111","201007008019","Excalibur","68","12.8000"
"rex sole","20100903","44.37000000","-124.28861111","201007008019","Excalibur","153","23.4500"
"starry flounder","20100903","44.37000000","-124.28861111","201007008019","Excalibur","3","5.1000"
"sand sole","20100903","44.37000000","-124.28861111","201007008019","Excalibur","20","9.3400"
"curlfin sole","20100903","44.37000000","-124.28861111","201007008019","Excalibur","1","0.3600"
"sablefish","20100903","44.37000000","-124.28861111","201007008019","Excalibur","2","0.4800"
"Pacific staghorn sculpin","20100903","44.37000000","-124.28861111","201007008019","Excalibur","8","1.1500"
"Pacific hake","20100903","44.37000000","-124.28861111","201007008019","Excalibur","1","1.3000"
"Giant Anemone","20100903","44.37000000","-124.28861111","201007008019","Excalibur","3","0.4400"
"Dungeness Crab","20100903","44.37000000","-124.28861111","201007008019","Excalibur","274","158.4500"
"Sunflower Star","20100903","44.37000000","-124.28861111","201007008019","Excalibur","1","0.5800"
"flat mud star","20100903","44.37000000","-124.28861111","201007008019","Excalibur","1","0.0200"
"spotted ratfish","20100903","44.43472222","-124.28194444","201007008021","Excalibur","3","1.1900"
"Pacific sanddab","20100903","44.43472222","-124.28194444","201007008021","Excalibur","461","44.6000"
"slender sole","20100903","44.43472222","-124.28194444","201007008021","Excalibur","2","0.0600"
"petrale sole","20100903","44.43472222","-124.28194444","201007008021","Excalibur","2","2.3000"
"English sole","20100903","44.43472222","-124.28194444","201007008021","Excalibur","60","7.8500"
"Dover sole","20100903","44.43472222","-124.28194444","201007008021","Excalibur","5","1.0500"
"rex sole","20100903","44.43472222","-124.28194444","201007008021","Excalibur","103","10.6000"
"sand sole","20100903","44.43472222","-124.28194444","201007008021","Excalibur","1","0.3500"
"Pacific staghorn sculpin","20100903","44.43472222","-124.28194444","201007008021","Excalibur","4","0.5800"
"Giant Anemone","20100903","44.43472222","-124.28194444","201007008021","Excalibur","4","0.6800"
"Dungeness Crab","20100903","44.43472222","-124.28194444","201007008021","Excalibur","89","54.9000"
"Sunflower Star","20100903","44.43472222","-124.28194444","201007008021","Excalibur","2","0.7400"
"Short-Spined Pink Star","20100903","44.43472222","-124.28194444","201007008021","Excalibur","1","0.1600"
"big skate","20100903","44.49888889","-124.25222222","201007008023","Excalibur","5","5.7000"
"big skate","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","0.3800"
"spotted ratfish","20100903","44.49888889","-124.25222222","201007008023","Excalibur","6","2.5500"
"Pacific sanddab","20100903","44.49888889","-124.25222222","201007008023","Excalibur","244","16.8500"
"slender sole","20100903","44.49888889","-124.25222222","201007008023","Excalibur","4","0.2800"
"petrale sole","20100903","44.49888889","-124.25222222","201007008023","Excalibur","16","2.7000"
"English sole","20100903","44.49888889","-124.25222222","201007008023","Excalibur","133","16.9000"
"Dover sole","20100903","44.49888889","-124.25222222","201007008023","Excalibur","10","2.4500"
"rex sole","20100903","44.49888889","-124.25222222","201007008023","Excalibur","59","6.1000"
"starry flounder","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","1.7500"
"curlfin sole","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","0.3000"
"warty poacher","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","0.0400"
"sablefish","20100903","44.49888889","-124.25222222","201007008023","Excalibur","2","0.1800"
"Pacific herring","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","0.0600"
"brown Irish lord","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","0.0200"
"Pacific staghorn sculpin","20100903","44.49888889","-124.25222222","201007008023","Excalibur","1","0.1000"
"Giant Anemone","20100903","44.49888889","-124.25222222","201007008023","Excalibur","31","7.3000"
"Dungeness Crab","20100903","44.49888889","-124.25222222","201007008023","Excalibur","81","62.9500"
"Sunflower Star","20100903","44.49888889","-124.25222222","201007008023","Excalibur","3","1.5500"
"Short-Spined Pink Star","20100903","44.49888889","-124.25222222","201007008023","Excalibur","5","0.6000"
"flat mud star","20100903","44.49888889","-124.25222222","201007008023","Excalibur","3","0.4000"
"sea nettle","20100903","44.49888889","-124.25222222","201007008023","Excalibur","8","3.6000"
"Pacific Spiny Dogfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","3","2.1500"
"Sandpaper skate","20100905","44.56250000","-124.55833333","201003008048","Excalibur","11","3.2000"
"longnose skate","20100905","44.56250000","-124.55833333","201003008048","Excalibur","6","0.5800"
"spotted ratfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","35","4.6000"
"arrowtooth flounder","20100905","44.56250000","-124.55833333","201003008048","Excalibur","12","9.3000"
"slender sole","20100905","44.56250000","-124.55833333","201003008048","Excalibur","176","11.3500"
"petrale sole","20100905","44.56250000","-124.55833333","201003008048","Excalibur","14","9.2500"
"English sole","20100905","44.56250000","-124.55833333","201003008048","Excalibur","78","15.7000"
"Dover sole","20100905","44.56250000","-124.55833333","201003008048","Excalibur","102","20.4000"
"rex sole","20100905","44.56250000","-124.55833333","201003008048","Excalibur","130","18.1500"
"sablefish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.5500"
"threadfin sculpin","20100905","44.56250000","-124.55833333","201003008048","Excalibur","3","0.2000"
"slim sculpin","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.0100"
"Pacific cod","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","1.3500"
"lingcod","20100905","44.56250000","-124.55833333","201003008048","Excalibur","8","7.7000"
"Pacific hake","20100905","44.56250000","-124.55833333","201003008048","Excalibur","15","4.9500"
"Pacific hake","20100905","44.56250000","-124.55833333","201003008048","Excalibur","11","0.0400"
"bigfin eelpout","20100905","44.56250000","-124.55833333","201003008048","Excalibur","6","0.4400"
"silvergray rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","13","11.1000"
"greenspotted rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.8500"
"greenstriped rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","131","42.8000"
"yellowtail rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","2","2.5000"
"rosethorn rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","9","2.2500"
"canary rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","9","9.2000"
"yelloweye rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","3.0500"
"sharpchin rockfish","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.0400"
"Orange Sea Pen","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.0200"
"Giant Anemone","20100905","44.56250000","-124.55833333","201003008048","Excalibur","3","1.4000"
"Sea Mouse unident.","20100905","44.56250000","-124.55833333","201003008048","Excalibur","2","0.1600"
"Dungeness Crab","20100905","44.56250000","-124.55833333","201003008048","Excalibur","4","3.3500"
"Brown Box Crab","20100905","44.56250000","-124.55833333","201003008048","Excalibur","10","4.9500"
"Fuzzy Crab","20100905","44.56250000","-124.55833333","201003008048","Excalibur","2","0.0800"
"Short-Spined Pink Star","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.1200"
"Spiny Star","20100905","44.56250000","-124.55833333","201003008048","Excalibur","5","1.5000"
"equal armed star","20100905","44.56250000","-124.55833333","201003008048","Excalibur","3","0.1500"
"flat mud star","20100905","44.56250000","-124.55833333","201003008048","Excalibur","","0.4400"
"","20100905","44.56250000","-124.55833333","201003008048","Excalibur","1","0.4600"
"big skate","20100905","44.42527778","-124.38972222","201003008047","Excalibur","2","3.9500"
"longnose skate","20100905","44.42527778","-124.38972222","201003008047","Excalibur","2","7.0000"
"Pacific sanddab","20100905","44.42527778","-124.38972222","201003008047","Excalibur","268","26.8000"
"slender sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","40","2.5500"
"petrale sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","30","16.0500"
"English sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","280","49.0500"
"Dover sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","69","8.3000"
"rex sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","118","14.2000"
"southern rock sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","4","0.8500"
"curlfin sole","20100905","44.42527778","-124.38972222","201003008047","Excalibur","7","1.7000"
"northern sculpin","20100905","44.42527778","-124.38972222","201003008047","Excalibur","1","0.0200"
"roughback sculpin","20100905","44.42527778","-124.38972222","201003008047","Excalibur","1","0.0400"
"lingcod","20100905","44.42527778","-124.38972222","201003008047","Excalibur","6","2.6000"
"kelp greenling","20100905","44.42527778","-124.38972222","201003008047","Excalibur","1","0.1800"
"Pacific hake","20100905","44.42527778","-124.38972222","201003008047","Excalibur","1","3.0000"
"copper rockfish","20100905","44.42527778","-124.38972222","201003008047","Excalibur","2","1.9000"
"canary rockfish","20100905","44.42527778","-124.38972222","201003008047","Excalibur","33","5.5500"
"yelloweye rockfish","20100905","44.42527778","-124.38972222","201003008047","Excalibur","1","0.3500"
"Giant Anemone","20100905","44.42527778","-124.38972222","201003008047","Excalibur","9","3.8000"
"Dungeness Crab","20100905","44.42527778","-124.38972222","201003008047","Excalibur","139","115.7500"
"Short-Spined Pink Star","20100905","44.42527778","-124.38972222","201003008047","Excalibur","2","0.2200"
"flat mud star","20100905","44.42527778","-124.38972222","201003008047","Excalibur","6","0.6800"
